,id,name,image,types,styles,latitude,longitude,isSpecialPin,rating,priceClass,address,hasOffer,city,isClubMember,slug,HasReservation,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,ایرانی,تهیه غذا و کیترینگ,فست فود,برگر,کبابی,کافه,نان و شیرینی,بوتیک کیک,پیتزایی,گیلکی,شیرینی فروشی,سفره خانه,ایتالیایی,ساندویچی,فرنگی,عربی,هندی,غذای دریایی,گیاهی,غذای سلامت,غذای سالم و گیاهی,مکزیکی,بستنی فروشی,آبمیوه فروشی,ترکیه\u200cای,گریل,طباخی,لبنانی,چینی,قلیان سرا,چای خانه,اسنک و شیرینی,بوفه ,مدیترانه ای,آش و حلیم,قهوه\u200cخانه,آسیایی,مراکشی ,کافی بار,سلف سرویس,,ترکیه‌ای,فودکورت,قهوه‌خانه,فینگرفود,فرانسوی,تایلندی,باربیکیو
30,26a77b3f-59c3-3dc9-7d1e-a8e03cd10a0f,لانه کبوتر,https://2.fidilio.com/storage/images/thumbs/26a77b3f-59c3-3dc9-7d1e-a8e03cd10a0f_0.jpg,[1],"['سفره خانه', 'ایرانی']",35.70728,51.43399,False,7.0,3.0,شریعتی، نبش خیابان طالقانی، جنب بانک صادرات، پلاک 1 ,False,تهران,False,lanehkaboutar,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
31,44646e88-9121-49d0-84ea-3871d71b5a5f,ناک,https://2.fidilio.com/storage/Images/thumbs/02ba8c62-e789-4722-9699-ed4b662a8b77.jpg,[2],['کافه'],35.71216,51.4264336,False,8.100000381469727,2.0,"هفت تیر، مفتح جنوبی، ورکش، نبش سیاسی پلاک ۱۷/۷
",False,تهران,False,nuck,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
32,d2c7f4e1-396a-431a-9211-b00b41e01699,تی اف سی (مفتح),https://2.fidilio.com/storage/Images/thumbs/141d481c-aa8c-4f05-b6e1-51fd02ec28c2.jpg,[1],['فست فود'],35.7143745,51.4258652,False,0.0,2.0,میدان هفت تیر، خیابان مفتح جنوبی، نبش کوچه جار,False,تهران,False,tehranfriedchicken,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
33,36ce20bf-a53b-4d74-a382-c7cc599e297c,تهران مرغ سوخاری (هفت تیر),https://2.fidilio.com/storage/Images/thumbs/26abe6c6-a055-4bec-863f-18639662057e.jpg,[1],['فست فود'],35.7143745,51.4258652,False,0.0,2.0,میدان هفت تیر،ابتدای مفتح جنوبی،نبش بن بست جار,False,تهران,False,tehranfriedchicken3,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
34,375aba17-09df-4930-8e8e-34f5269d6290,گلزار,https://2.fidilio.com/storage/Images/thumbs/10ddb648-fb1f-4dac-99f4-e142a4ed2d44.jpg,[2],['کافه'],35.721508,51.43094,False,0.0,2.0,میدان هفت تیر،خیابان بهار شیراز،خیابان سلیمان خاطر کوچه گلزار,False,تهران,False,golzar_cafe,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
35,1973cf77-1b69-4466-9aff-e1e208c60cc6,بورانی,https://2.fidilio.com/storage/images/thumbs/1973cf77-1b69-4466-9aff-e1e208c60cc6_0.jpg,[1],['تهیه غذا و کیترینگ'],35.7223473,51.4340019,False,6.300000190734863,1.0,خیابان سهروردی جنوبی ، خیابان اورامان ، پلاک ۲۰,False,تهران,False,bourani,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
36,7bef0f2a-b129-436b-a8e2-ce4d2183f0a6,بارن,https://2.fidilio.com/storage/images/thumbs/7bef0f2a-b129-436b-a8e2-ce4d2183f0a6_0.jpg,[2],['کافه'],35.7223625,51.4339752,False,8.0,2.0,خیابان مطهری، خیابان سهروردی جنوبی، خیابان اورامان، پلاک ۱۳,False,تهران,False,barn,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
37,2cbe359b-ecbb-4b6b-affe-2f2a945f3ded,قیمه قورمه,https://2.fidilio.com/storage/images/thumbs/2cbe359b-ecbb-4b6b-affe-2f2a945f3ded_0.jpg,[1],['تهیه غذا و کیترینگ'],35.71731,51.4262581,False,8.5,2.0,هفت تير،جنب هتل مرواريد،كوچه شاهد،پلاک 2,False,تهران,False,gheymeh_ghormeh,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
38,ad4ff950-965e-45bc-8937-abfd911fcb94,اُ اینو (سهروردی),https://2.fidilio.com/storage/Images/thumbs/3751d8b3-afed-4194-ad0c-ebee828a0616.jpg,[1],['فست فود'],35.722496,51.4349174,False,0.0,2.0,سهروردی جنوبی، پایین تر از تقاطع مطهری، نبش کوچه افشین,False,تهران,False,oino_sohrvardi,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
39,f9b0c12a-4e2d-4a48-9e61-b4a5c7509841,عرش,https://2.fidilio.com/storage/Images/thumbs/6995d7b5-0686-4277-b72f-7a07f66723f9.jpg,[2],['کافه'],35.70684,51.43446,False,0.0,2.0,شریعتی،تقاطع طالقانی،ابتدای خواجه نصیر,False,تهران,False,cafe_arsh,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
